institution_name,institution_median_norm,p90,n_works
Pennsylvania State University,0.8164435946272264,1.9013816041197809,449
Worcester Polytechnic Institute,0.8156012464429883,13.394980184869777,85
Sheba Medical Center,0.8156012464429883,4.473648843113477,69
Essen University Hospital,0.8156012464429883,2.8559139783963556,125
University of Colorado Anschutz Medical Campus,0.8156012464429883,2.6558285031380375,76
University of Duisburg-Essen,0.8156012464429883,2.4468037393289648,156
Queensland University of Technology,0.8156012464429883,2.445136388972603,492
Institute of Computing Technology,0.8156012464429883,2.325485372872033,281
Xi'an Institute of Optics and Precision Mechanics,0.8156012464429883,2.2399999992832,80
Cedars-Sinai Medical Center,0.8156012464429883,2.231132049863554,243
UCSI University,0.8156012464429883,2.2305787272734605,83
University of the Witwatersrand,0.8156012464429883,2.2076436735037315,75
Carol Davila University of Medicine and Pharmacy,0.8156012464429883,2.194012617425006,70
Los Alamos National Laboratory,0.8156012464429883,2.168198453489056,213
Dr. Hari Singh Gour University,0.8156012464429883,2.137520302623245,57
University of Turku,0.8156012464429883,2.1111111110329217,147
University of Massachusetts Lowell,0.8156012464429883,2.0839101938680935,70
Heinrich Heine University Düsseldorf,0.8156012464429883,2.0745304897070334,148
Ankara University,0.8156012464429883,2.0171299619884215,103
University of Georgia,0.8156012464429883,2.0159034910326206,327
Bahria University,0.8156012464429883,2.011816407892706,69
George Washington University,0.8156012464429883,2.007017543768101,92
Indiana University Bloomington,0.8156012464429883,1.950872040137597,195
Kansas State University,0.8156012464429883,1.921255180513112,95
Imam Mohammad ibn Saud Islamic University,0.8156012464429883,1.877352816990383,209
Southwest Jiaotong University,0.8156012464429883,1.872879073463913,1661
Zhejiang A & F University,0.8156012464429883,1.8409298685638285,292
Microsoft (United States),0.8156012464429883,1.8376963350472646,287
Jinan University,0.8156012464429883,1.8319676491887404,455
King Khalid University,0.8156012464429883,1.830508474017811,472
Ghent University Hospital,0.8156012464429883,1.8260807725531047,90
Massachusetts Institute of Technology,0.8156012464429883,1.7949825605084937,1315
Texas A&M University,0.8156012464429883,1.7533273795204125,576
The Ohio State University Wexner Medical Center,0.8156012464429883,1.7452753511405665,87
Cedars-Sinai Smidt Heart Institute,0.8156012464429883,1.7273737037664503,67
"University of California, San Diego",0.8156012464429883,1.7273737037664503,806
National Institute of Technology Karnataka,0.8156012464429883,1.7152245343857657,69
Aristotle University of Thessaloniki,0.8156012464429883,1.7011007620069898,256
"Islamic Azad University, Science and Research Branch",0.8156012464429883,1.6914153131383645,117
Dalian Jiaotong University,0.8156012464429883,1.6588713776267472,51
Stony Brook University,0.8156012464429883,1.6569069789309172,133
PLA Army Engineering University,0.8156012464429883,1.6314606740363187,101
Indian Agricultural Statistics Research Institute,0.8156012464429883,1.6312024928859765,61
Jeju National University,0.8156012464429883,1.6312024928859765,90
Shiraz University of Medical Sciences,0.8156012464429883,1.5999999995733334,61
"Indian Institute of Engineering Science and Technology, Shibpur",0.8156012464429883,1.5838310579703074,52
Université de Lille,0.8156012464429883,1.579313100586469,143
Université Hassan II Mohammedia,0.8156012464429883,1.5703363913862143,80
Taipei Medical University,0.8156012464429883,1.561721273744452,94
German Centre for Cardiovascular Research,0.8156012464429883,1.5302267001998537,109
University of Arkansas for Medical Sciences,0.8156012464429883,1.4999999994375,52
University of Arizona,0.8156012464429883,1.4769506369306422,239
University College Cork,0.8156012464429883,1.4674631417467379,99
Hangzhou Dianzi University,0.8156012464429883,1.4612326042720811,624
Université Bourgogne Franche-Comté,0.8156012464429883,1.405353218451436,79
University of Oregon,0.8156012464429883,1.3807558157757645,90
University of Stavanger,0.8156012464429883,1.3577159898735907,54
Selçuk University,0.8156012464429883,1.353140699460249,52
GITAM University,0.8156012464429883,1.3349927661868395,78
Instituto de Telecomunicações,0.8156012464429883,1.3141755526950265,59
Eye & ENT Hospital of Fudan University,0.8156012464429883,1.2928759892071204,54
Nanjing University of Chinese Medicine,0.8156012464429883,1.1657608695240356,139
Indian Agricultural Research Institute,0.8156012464429883,1.147628083460103,89
Chiang Mai University,0.8156012464429883,1.1322197689361269,61
University of Gondar,0.8156012464429883,1.0548943689872368,54
Homi Bhabha National Institute,0.8152173912777646,1.9999999995,70
Mustansiriyah University,0.8150118014745877,2.7186708214766275,60
University of South-Eastern Norway,0.8146451279663689,1.3690140844711385,70
Xiangtan University,0.8139378073150246,1.640553202201624,306
Islamic University of Madinah,0.8139321722953133,1.2476285959095827,53
University of Debrecen,0.8133483760085537,2.1692933399734384,82
The University of Melbourne,0.8133453561466663,4.3217657033781425,846
Majmaah University,0.8132569839879804,1.7595762799671528,116
Chittagong University of Engineering & Technology,0.8132398490372981,1.3383037247184397,52
Universidade Federal de Santa Catarina,0.8130944294568571,2.3322718106886624,90
Semnan University,0.8128095452271061,1.2560053789058747,53
Khalifa University of Science and Technology,0.8127692910037368,2.0215992135699183,487
University of Salento,0.811121764117531,1.7391304341776936,93
King Fahd University of Petroleum and Minerals,0.8110955055741191,1.6313239723270259,375
Qatar University,0.8108784516316079,1.7102222221308205,425
Universidad de Valladolid,0.8108784516316079,1.4150925639943361,125
Scuola Internazionale Superiore di Studi Avanzati,0.8108108107560262,1.5138176045773826,59
Northeast Petroleum University,0.8106211222820359,1.7784134907191853,140
Hong Kong Polytechnic University,0.8105876124707259,1.9061311118020048,1758
"University of Nevada, Las Vegas",0.8099894056881263,1.5361916025368527,50
TU Dortmund University,0.8099173553406643,2.0494092372999155,103
University Frères Mentouri Constantine 1,0.8099064653571106,1.4964921748039433,58
Guangdong Academy of Sciences,0.8097915977232555,1.970774252082055,83
Shenyang University of Technology,0.8095238091961451,1.562083822615566,123
Instituto Politécnico de Lisboa,0.809461672805385,0.909677419079001,56
Southwest University,0.809433259411315,2.1331368844851526,538
George Mason University,0.8093385213503914,3.109272666779611,111
University of Castilla-La Mancha,0.8090976882736153,1.7501323091492074,133
National Yunlin University of Science and Technology,0.8088235293572484,2.0253371474580595,191
Stellenbosch University,0.8085856799633526,2.035443037912848,60
Second Military Medical University,0.8085856799633526,1.5431534003836629,56
Jingdong (China),0.8085237042270285,1.953274470427796,95
Wake Forest University,0.8082198097964658,1.077502608974155,68
KTH Royal Institute of Technology,0.8081498119129834,1.9194410923109182,308
Jadavpur University,0.8079710144461238,1.7226448214685492,168
China Three Gorges University,0.807453416105603,1.6259994488961158,222
Carnegie Mellon University,0.8071504317346677,1.7852205881684478,568
Dalian University of Technology,0.8071413742752278,1.6806722688793165,1364
Ministry of Water Resources of the People's Republic of China,0.8070652173551179,2.1494641848723095,114
Amirkabir University of Technology,0.8068239591885247,1.8204974886800798,262
Tan Kah Kee Innovation Laboratory,0.8068075939217929,1.8749999994140623,132
Jiangsu University,0.806451612862578,1.8260869560453685,1601
University of Vaasa,0.8059669393620312,1.517505485477965,70
Northern Border University,0.805892669218568,1.7328767121922735,125
University of Okara,0.8057142854978939,1.8523934988959967,95
Renmin University of China,0.8055660575171228,3.262404985771953,226
Qatar Foundation,0.805479452008452,1.4014675292769343,75
University of Florida,0.8053244592051296,1.8011257035140398,702
Rochester Institute of Technology,0.8051307350494579,2.3145539905179637,74
Benha University,0.8049535603216748,1.5746924428047602,136
Heilongjiang Bayi Agricultural University,0.8049502669126185,1.7316636850839058,104
VSB - Technical University of Ostrava,0.8045602605365255,1.5269051808026555,169
The University of Texas MD Anderson Cancer Center,0.8040599738179174,2.4468037393289648,204
Binus University,0.8038834951240901,1.822135922281271,124
Nanjing University of Finance and Economics,0.8035640932206902,1.4395973153734403,100
ZheJiang Academy of Agricultural Sciences,0.8034339845782105,1.4020192645774792,57
Shanghai Institute of Pollution Control and Ecological Security,0.8034026464648676,1.4799999999704,55
Universitätsklinikum Aachen,0.8033826638348717,4.19428882038082,95
Xi'an University of Architecture and Technology,0.8032763293239187,2.1000820343442124,286
"Islamic Azad University, Tehran",0.803180634694772,1.7967229603044967,57
Qingdao University,0.803180634694772,1.7773002228015296,587
Padjadjaran University,0.803180634694772,1.451520801264871,80
Taiyuan University of Science and Technology,0.803180634694772,1.3648435619001849,137
American University of the Middle East,0.8028169013745288,3.313180001209515,102
Lovely Professional University,0.8027522935319522,1.865905315571116,192
Hong Kong University of Science and Technology,0.8023255811807734,1.7241379306098183,927
Hainan University,0.8021368399022557,1.9672131143241063,635
University of Tehran,0.8021108179080904,1.7083333332772104,521
University of Technology Malaysia,0.8020095039223576,1.5145302905847402,320
Medical University of Graz,0.8015701134837169,3.207979735566265,76
Henan University of Science and Technology,0.8015701134837169,2.570194384371528,334
Symbiosis International University,0.8015701134837169,2.409541904084316,294
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,0.8015701134837169,2.313489126337822,50
Southwest Forestry University,0.8015701134837169,2.2015113348850512,91
Aerospace Information Research Institute,0.8015701134837169,2.17331288339225,797
Al-Ahliyya Amman University,0.8015701134837169,2.127250284640025,133
University Hospital Heidelberg,0.8015701134837169,2.055351783882058,350
Applied Science Private University,0.8015701134837169,1.9043793839858671,160
Hangzhou City University,0.8015701134837169,1.9030695750336393,63
Universitätsmedizin Göttingen,0.8015701134837169,1.821862348104378,61
Manipal Academy of Higher Education,0.8015701134837169,1.821814497922824,347
Singapore National Eye Center,0.8015701134837169,1.820419466580669,142
Al-Balqa Applied University,0.8015701134837169,1.8115942027891552,103
Singapore Eye Research Institute,0.8015701134837169,1.7571308900439815,176
Yuan Ze University,0.8015701134837169,1.7390020484708524,160
Computer Network Information Center,0.8015701134837169,1.7240259739755968,61
Al Baha University,0.8015701134837169,1.7150713630508387,51
Chitkara University,0.8015701134837169,1.7113147062267928,289
"The First Affiliated Hospital, Sun Yat-sen University",0.8015701134837169,1.7002518891109486,130
Nanning Normal University,0.8015701134837169,1.6537828542903439,69
AGH University of Krakow,0.8015701134837169,1.6503226304387513,246
Koneru Lakshmaiah Education Foundation,0.8015701134837169,1.6135315958165923,250
Changchun University of Science and Technology,0.8015701134837169,1.4868804663986095,215
Syracuse University,0.8015701134837169,1.4736842104875347,61
Ain Shams University,0.8015701134837169,1.4597032989915137,179
"Anna University, Chennai",0.8015701134837169,1.4144697580644345,94
Istanbul University,0.8015701134837169,1.3946510184927103,58
Al-Azhar University,0.8015701134837169,1.3581203089709295,63
New York University Abu Dhabi,0.8015701134837169,1.3266517790124732,53
Batman University,0.8015701134837169,1.321401120343688,72
Shandong First Medical University,0.8015701134837169,1.307692307264793,96
MRC Laboratory of Molecular Biology,0.8015267175358372,2.4676767196663576,57
Guangdong University of Technology,0.8013066871209141,1.6851851847794923,889
Soochow University,0.8013066871209141,1.4972500808368634,702
University of Florence,0.80120424331683,1.3625519915691051,230
Heidelberg University,0.801144492099525,2.055351783882058,767
University of Tabuk,0.8009708737280847,2.312775330325157,159
Shanghai University of Electric Power,0.8009478672492307,1.4648858249895629,206
Indian Institute of Technology Roorkee,0.8008535633542047,1.283191894226506,162
"University of California, San Francisco",0.8008383731499433,4.294985250572759,561
Google (United States),0.8008383731499433,3.6521615451062095,788
AstraZeneca (Sweden),0.8008383731499433,2.7186708214766275,74
Brown University,0.8008383731499433,2.4921575461150884,267
University of Warsaw,0.8008383731499433,2.018457310072496,104
University of Verona,0.8008383731499433,1.7235341122805259,149
Southern University of Science and Technology,0.8008383731499433,1.699875466924663,826
University of Utah,0.8008383731499433,1.6470588231903116,195
University of Belgrade,0.8008383731499433,1.5299595661931418,220
National Institute of Technology Warangal,0.8008383731499433,1.4663740492025537,59
University of Chieti-Pescara,0.8008383731499433,1.353140699460249,69
"City, University of London",0.8008383731499433,1.2510919185163094,53
UNSW Sydney,0.7999999999840001,1.9048406224312608,878
Flinders University,0.799999999936,1.3593354107383138,75
Shenzhen University,0.79999999968,1.8134994052589772,1370
University of Sharjah,0.7996632996377212,2.0016142049539547,383
"China University of Petroleum, East China",0.799599198366348,1.9571223018038473,799
Institute of High Performance Computing,0.7995726845688895,1.9920707532225466,136
Nanjing Agricultural University,0.7992067426625926,1.496760259072585,425
Xihua University,0.7983471074103052,1.7556783301705594,297
DeepMind (United Kingdom),0.798019801959655,3.173200107121636,222
Future University in Egypt,0.7980034722002634,1.4621284754657817,111
Universidad de Zaragoza,0.7972686796857742,2.055408970924733,146
Luleå University of Technology,0.7972027971725338,2.0617350976365882,107
Imam Abdulrahman Bin Faisal University,0.7967479674343313,1.508704061860533,245
American University,0.7965796579550417,1.6196696661222647,53
Imperial College London,0.7965686274255995,1.870518575905773,1215
Kyoto University,0.7965583172303672,1.1680754141524696,226
University of Hong Kong,0.7963594994085224,1.9030695750336393,1969
University of Bergen,0.7960526315501428,1.785542168618766,81
Qingdao University of Technology,0.7959364009508446,1.6863175670456299,222
University of Manchester,0.7958477508375139,1.8573716876541757,494
Catholic University of Korea,0.7956133318884757,1.1538461535798816,94
Shanghai Institute of Technical Physics,0.795307233559115,1.5926038192706427,124
University of Chicago,0.7953032874063656,1.8281692651845263,440
Technische Universität Dresden,0.7946599249654778,3.536523929350773,402
Roche (Switzerland),0.7945205479234378,1.435986048406795,77
Masaryk University,0.7944444444201698,3.0885533217280083,82
Institute of Biophysics,0.7943925233273649,2.1921345017060565,80
Edinburgh Napier University,0.7939867027470634,1.8350564317735811,86
Korea Advanced Institute of Science and Technology,0.7935492128251888,1.5434083600492137,623
Macquarie University,0.7933522603747052,1.7656608946877788,298
Shenyang Agricultural University,0.7930258717241032,2.422191905635088,112
ETH Zurich,0.7927062592183056,1.7939253321164472,1058
China Aerodynamics Research and Development Center,0.7924203272726517,1.1221374045351815,55
Universität Ulm,0.7921146953220476,1.169288884278617,77
Clemson University,0.791930301725395,1.6596684905624686,190
Monash University,0.7918622848063999,1.827956988913169,876
Pandit Deendayal Petroleum University,0.7918400147345002,1.8124935890330742,120
Nanjing Forestry University,0.7913978494232212,1.8068910255816648,561
Polytechnic University of Turin,0.7913669064463537,1.7397523278774631,466
Washington State University,0.7911294640480899,1.242680234198188,96
Nanjing Tech University,0.7910626435471912,1.7274538210038357,350
Georgia State University,0.7903796155287857,1.8666666665795557,126
University of Wollongong,0.7899603698539776,1.938461538322367,240
National University of Malaysia,0.7898368809870386,1.784410112263062,328
Malaviya National Institute of Technology Jaipur,0.7898252826095269,1.9330581420860702,79
Duy Tan University,0.7898252826095269,1.7533934895687748,84
China Southern Power Grid (China),0.7898252826095269,1.2347254720990266,79
Oregon State University,0.7896565502932344,3.109272666779611,134
Beth Israel Deaconess Medical Center,0.7896565502932344,2.936648656419082,155
State Key Laboratory of Chemical Engineering,0.7896565502932344,2.5772594750909232,103
University of Toronto,0.7896565502932344,2.3140495866876125,994
Emory University,0.7896565502932344,2.215139290894041,405
Victoria University of Wellington,0.7896565502932344,2.2050918272357323,133
Technische Universität Berlin,0.7896565502932344,2.1724233212777717,236
Moorfields Eye Hospital,0.7896565502932344,2.067475756333674,61
University of York,0.7896565502932344,1.9874476986657708,153
Xiamen University,0.7896565502932344,1.910066052467551,903
Iran University of Science and Technology,0.7896565502932344,1.8767520165936782,239
Newcastle University,0.7896565502932344,1.8260869560453685,231
Ottawa Hospital,0.7896565502932344,1.8260807725531047,55
Curtin University,0.7896565502932344,1.6781953633745972,273
Banaras Hindu University,0.7896565502932344,1.6736416770406706,165
Xi'an University of Science and Technology,0.7896565502932344,1.6704354945075375,219
Najran University,0.7896565502932344,1.6588713776267472,335
Radboud University Medical Center,0.7896565502932344,1.6531713899577203,275
China Medical University Hospital,0.7896565502932344,1.6499295634808355,97
Texas Tech University,0.7896565502932344,1.6490368692642439,119
Khwaja Fareed University of Engineering and Information Technology,0.7896565502932344,1.6031402269674337,104
Yunnan Normal University,0.7896565502932344,1.5960069444005267,153
École Polytechnique Fédérale de Lausanne,0.7896565502932344,1.5753424656293396,680
École Normale Supérieure de l'Enseignement Technique de Mohammedia,0.7896565502932344,1.5596330274752406,81
Aditya Birla (India),0.7896565502932344,1.5498167831546463,68
University College Dublin,0.7896565502932344,1.5375620694363394,313
Shihezi University,0.7896565502932344,1.5283017809771742,258
McGill University Health Centre,0.7896565502932344,1.5166273582366792,57
Hebei University of Science and Technology,0.7896565502932344,1.509971509515507,80
Cadi Ayyad University,0.7896565502932344,1.4915254236276931,91
Jimei University,0.7896565502932344,1.4707934457758673,189
Helmholtz Centre for Environmental Research,0.7896565502932344,1.4441202982320256,95
Gansu Agricultural University,0.7896565502932344,1.4136876599757398,68
Henan University of Technology,0.7896565502932344,1.3822610762879297,138
Beijing University of Chinese Medicine,0.7896565502932344,1.1284979697145825,85
Shahid Beheshti University,0.7895860264936827,1.9074132282948633,129
Universidad de Jaén,0.7895860264936827,1.6927367350737617,144
Poznań University of Technology,0.7894736840027701,1.219023568985595,88
Uppsala University,0.7887801062309626,1.9404255317167225,262
Joint Research Centre,0.7886958776011727,1.9839357428683086,57
University of East Anglia,0.7886958776011727,1.8591549295054555,61
Huaqiao University,0.7884615384356355,2.2542128762324873,149
GLA University,0.7879485450402672,1.6160783969407522,156
Huawei Technologies (China),0.7878918589434698,1.5545098180361392,184
"Agency for Science, Technology and Research",0.7878413755661363,2.0527724664913123,470
Second Affiliated Hospital of Zhejiang University,0.7877237851440795,2.1075544080613726,178
Universidade Nova de Lisboa,0.7876873269275247,1.7115544471142807,134
Zhengzhou University of Light Industry,0.7874999999483203,1.7431192660017396,330
Dalian Maritime University,0.7874015747514829,1.6664645239076266,925
Lanzhou University of Technology,0.7871486930905671,1.891891891176041,258
Brunel University of London,0.7868788819431332,1.925925925462277,186
University of Manitoba,0.7868016525277565,2.1361350395272183,116
University of Stuttgart,0.786656322706998,1.6981132074844831,160
Harbin Institute of Technology,0.7864574148870781,1.8649251822033863,3155
Nantes Université,0.7862772368644667,1.1275352354451007,67
Saudi Electronic University,0.786041629902307,1.6062920553733502,70
National University of Singapore,0.7858702432546139,1.9823321554560176,1582
National University of Defense Technology,0.785718103561815,1.7941885316385153,1318
Leiden University,0.785718103561815,1.5760187864727029,213
Aarhus University,0.785718103561815,1.5759747268009996,433
Vellore Institute of Technology University,0.7857142856862245,1.85807645262964,1037
Ningxia University,0.7857142856581633,1.3333186354283306,159
Old Dominion University,0.7854330708367653,2.0946185446020174,75
Henan Normal University,0.7854330708336731,1.4381745482563506,132
China Telecom (China),0.7853392317107707,2.117602282902946,58
Chongqing Technology and Business University,0.7850160242324042,1.7571258051213978,94
Ulsan National Institute of Science and Technology,0.7849574825918505,1.7302063127515717,240
Baylor College of Medicine,0.7849574825918505,1.332545428619833,255
COMSATS University Islamabad,0.7849436603419382,1.6312024928859765,452
University of Education,0.7848631661419092,1.9180312131109016,73
King Abdullah University of Science and Technology,0.7847295864087047,1.911764705788639,465
Chinese Academy of Sciences,0.7847295864087047,1.7658730152493545,6985
Goddard Space Flight Center,0.7844386646052106,2.2211538457053437,92
Sorbonne Paris Cité,0.7844386646052106,1.6560415599862022,78
Universidade Federal do Rio Grande do Sul,0.7843137254517494,1.2979104668292185,82
Pohang University of Science and Technology,0.7843137253671665,1.5094339618084727,234
Liaoning University of Technology,0.7839179351155713,1.6958041957519097,113
Tiangong University,0.7836990595201829,1.948911621912008,307
Collaborative Innovation Center of Chemical Science and Engineering Tianjin,0.783482142834408,1.7923195852513911,98
Vilnius University,0.7834101382313128,1.3899951432369795,65
Prince Sattam Bin Abdulaziz University,0.7826556314976283,1.4889971078760282,489
RWTH Aachen University,0.7826363154889767,1.7724523931318905,607
Beihang University,0.782608695626654,1.7793103442999285,2508
Chongqing University,0.782608695448015,1.8087763487979096,1693
China Medical University,0.782608695448015,1.6985678337246943,338
Sharif University of Technology,0.782608695448015,1.3868343164524928,160
Shaanxi University of Science and Technology,0.782407407360318,1.1381854655178645,149
Johannes Gutenberg University Mainz,0.7821158689910364,1.5569084171379208,263
University of Johannesburg,0.7819489714023904,2.4047103404511505,276
"Birla Institute of Technology and Science, Pilani",0.7818930040830496,2.7243466499040374,109
University of Otago,0.7817276866000648,1.3449427428729253,94
Kyung Hee University,0.7814399035638313,1.9030695750336393,298
University of Tabriz,0.7814399035638313,1.7622377621730647,182
Hacettepe University,0.7814399035638313,1.6352201252513747,86
International Institute of Information Technology,0.7814269968304182,1.5357492653779197,54
Nanjing University of Science and Technology,0.7812774942557564,1.8666519429506405,1054
King Abdulaziz University,0.7812499999789535,1.8515371409745507,599
Universidad Carlos III de Madrid,0.7811624649594634,1.551176993457554,119
China Telecom,0.7810924369278587,2.134360247575967,52
Istinye University,0.7810924369278587,1.773981603101295,109
Ocean University of China,0.7810924369278587,1.4547413792711548,523
University of Kurdistan,0.7810924369278587,1.3895555554812915,68
China University of Geosciences,0.7810344825552824,1.7975253092413006,1096
University of Chinese Academy of Sciences,0.7810344825552824,1.7770419425146315,3163
Aswan University,0.7809462211164431,1.3593354107383138,130
Saudi Aramco (Saudi Arabia),0.7808459163859928,1.508704061860533,59
Universitätsklinikum Würzburg,0.7804878045734681,1.804589193119435,117
University of Southern Queensland,0.7802585193635874,1.9083969465163262,325
Superior University,0.7800839296951538,1.7388181428649312,66
Nanjing University,0.77999999997465,1.6292918626154018,1052
Université Moulay Ismail de Meknes,0.7798800184119131,1.5075376883664555,83
Brookhaven National Laboratory,0.7796352583266715,1.9674272560984032,85
Universität Innsbruck,0.7792207791870467,1.5654952076177158,151
Pontificia Universidad Católica de Chile,0.7792207789171867,1.6044142614028987,109
Ministry of Agriculture and Rural Affairs,0.7789890980944725,1.5868296442665182,1032
Sanya University,0.7789890980944725,1.3325728527852123,166
Institute of Materials Research and Engineering,0.7789764216215664,1.7951486347573473,82
WinnMed,0.7783654820699138,1.6569069789309172,256
University of Moratuwa,0.7777777777345679,1.3752908463416924,67
National Technical University of Athens,0.776978417243828,1.7273737037664503,281
Nantong University,0.7768469154205441,1.509971509515507,297
National Taiwan University of Science and Technology,0.7765273311609966,1.862921799786777,164
University of Trás-os-Montes and Alto Douro,0.7763779527351207,1.7630755475548106,68
Yangzhou University,0.7762593178016747,1.4740143368713348,335
Shanghai Institute for Science of Science,0.7762220178758074,3.78378378368152,76
Oak Ridge National Laboratory,0.7762220178758074,1.4912162810378256,246
University of Monastir,0.7758620689404355,1.1749936399933572,69
China Mobile (China),0.7756410256136793,1.5890047649891157,99
National University of Sciences and Technology,0.7755491881315765,1.7397523278774631,338
University of Science and Technology Beijing,0.7755102037809246,1.5740616299843713,765
Zhejiang Normal University,0.7752293577750505,1.4083709320912796,376
Stevens Institute of Technology,0.7752104953822307,2.079124579058075,101
Dublin City University,0.7751937984375938,1.7635246426915416,56
First Affiliated Hospital of Xi'an Jiaotong University,0.7751937984255755,1.538113240945179,63
SIB Swiss Institute of Bioinformatics,0.7751677852075864,2.319669770503284,137
Instituto Politécnico de Leiria,0.7751620565373112,0.89323843410671,54
Zarqa University,0.7747830404781464,1.8941391357437591,92
Data61,0.7747467495975772,1.6797415781179665,156
Tsinghua University,0.7746478872939397,1.888053466644361,4113
Arizona State University,0.7743060474273652,1.6941176467000691,396
Anhui Agricultural University,0.7741935483371488,1.4566008514278315,229
Science for Life Laboratory,0.7740549329268586,1.9404255317167225,115
Dalian Polytechnic University,0.7737226276973165,1.9459459453148282,203
Third Xiangya Hospital,0.773223256834428,4.250196695391615,54
Stanford University,0.773223256834428,2.998652503950611,2195
Cleveland Clinic,0.773223256834428,2.426240498117832,203
Jiangnan University,0.773223256834428,2.307116104773864,710
University of Strathclyde,0.773223256834428,2.2282398451921632,225
University of Technology Sydney,0.773223256834428,2.2001016321316413,707
University of Science and Technology of China,0.773223256834428,1.9563719861695745,1714
Neurological Surgery,0.773223256834428,1.8778279094550394,145
King Saud University,0.773223256834428,1.8512895860865046,977
Universiti Malaysia Terengganu,0.773223256834428,1.8468511449685585,53
Amazon (United States),0.773223256834428,1.8124999998867188,78
University of Pretoria,0.773223256834428,1.794855627908411,82
Institute of Chemistry,0.773223256834428,1.7302063127515717,87
Edith Cowan University,0.773223256834428,1.6770584085367675,129
Umm al-Qura University,0.773223256834428,1.6666666661111111,223
Toronto Metropolitan University,0.773223256834428,1.658986175076982,149
University of International Business and Economics,0.773223256834428,1.638430928886584,57
Erciyes University,0.773223256834428,1.4270650262918139,101
Oslo University Hospital,0.773223256834428,1.3255255831447337,128
Swiss Federal Laboratories for Materials Science and Technology,0.773223256834428,1.1855777104025196,72
The University of Texas Health Science Center at San Antonio,0.773223256834428,1.0893032384370176,51
Sepuluh Nopember Institute of Technology,0.773223256834428,1.0659540036880304,58
Tunis University,0.7731092436714921,1.266666666131852,52
Universidad de Sevilla,0.772727272428719,1.9054430257705548,209
Liaoning Technical University,0.772727272428719,1.6536508409543913,149
Soongsil University,0.772727272428719,1.1322197689361269,63
Amrita Vishwa Vidyapeetham,0.7724722726388344,1.579313100586469,330
University of Sfax,0.7723721590511385,1.4243813015167983,133
University of Pisa,0.772329246906797,2.1973255667584537,320
Loughborough University,0.7722960151260437,1.5852841780058518,117
VIT-AP University,0.7722890718218961,1.7080592104792602,184
Yeungnam University,0.7722890718218961,1.5703563930708686,199
Texas A&M University at Qatar,0.7722890718218961,1.367910578793515,73
University of Petroleum and Energy Studies,0.771961946875052,1.6335585335236478,162
Sir Run Run Shaw Hospital,0.7718749999686425,1.5299595661931418,63
Ollscoil na Gaillimhe – University of Galway,0.7710144927253154,1.4186146977428606,133
Tianjin University,0.7709790209507158,1.6102484471414984,1767
University of Cincinnati,0.7705706945249253,1.9647136936010356,68
North China Electric Power University,0.7704861110899094,1.2933159721866336,612
Institute of Automation,0.770270270239043,1.4977238239279937,487
Wuhan Institute of Technology,0.7700373414111226,2.41007194235935,164
Jouf University,0.7697456492400213,1.870503597055018,205
Tecnológico de Monterrey,0.7695126008150798,1.9691548426589234,220
Zhejiang University of Science and Technology,0.7692307689349112,1.6527777777242154,464
Guy's and St Thomas' NHS Foundation Trust,0.7691381800542588,1.7063492062814942,94
Imaging Center,0.7689747855840796,2.5538648187761086,74
University of Cape Town,0.7688251423356203,2.6004514671981824,64
The University of Texas Health Science Center at Houston,0.7688251423356203,1.9098924068587972,155
Ningbo University,0.7688251423356203,1.6333333332848283,561
Lawrence Livermore National Laboratory,0.7688251423356203,1.066676690667264,116
United Arab Emirates University,0.7687880463256601,1.617047408454057,246
"International Islamic University, Islamabad",0.7683453237164091,1.5621604345967264,89
Florida State University,0.768341142585043,2.4737749156879896,120
Flatiron Health (United States),0.7680817681523942,1.6249999998899738,156
Xi’an University of Posts and Telecommunications,0.7675815151066796,1.638060668863974,198
The University of Osaka,0.7674418604383451,1.252203647340881,190
Shandong Institute of Business and Technology,0.7672485452581259,1.5021008402458822,162
Beijing Academy of Artificial Intelligence,0.7669902911150673,1.837800410873889,582
Shandong Institute of Automation,0.7669902911150673,1.5306530812995474,393
Shanxi University,0.7668845315636816,1.5435053215867953,157
Shanghai Maritime University,0.7668539325390339,1.7326646640127072,437
Ministry of Transport,0.7668177064969502,2.179289026203157,119
University of Southern Denmark,0.7668177064969502,1.7665966384194378,225
Fujian University of Technology,0.7668177064969502,1.435986048406795,131
National Institute for Materials Science,0.7664640323869223,1.538461538382643,66
Vrije Universiteit Brussel,0.7663865545973759,1.7949825605084937,205
University of Augsburg,0.7663416435866206,2.4468037393289648,72
State Forestry and Grassland Administration,0.7661884451111942,1.5692758300914493,133
Dongguk University,0.7659574467759167,1.7175925925369298,251
Nanjing University of Posts and Telecommunications,0.7656612528709201,1.6574818216158895,674
Shandong Jiaotong University,0.7656329435200371,1.3988322998839737,102
Ural Federal University,0.7655502391978206,1.6704989153465846,56
Peng Cheng Laboratory,0.7653061224099333,1.951608941237655,549
Asia University,0.7652173912625222,1.7147103981545835,107
Communication University of China,0.7652173912625222,1.3636363635847109,99
Allen Institute for Brain Science,0.765157984614583,1.1111111106995883,98
Hasselt University,0.765041299288556,1.4757834757246124,50
Shanghai Artificial Intelligence Laboratory,0.7648570872244679,2.7180259022227355,350
