institution_name,institution_median_norm,p90,n_works
China Institute of Water Resources and Hydropower Research,0.7648351648149935,2.4047103404511505,51
China Academy of Space Technology,0.7648205745597252,2.105047632167037,68
Universidad de Granada,0.7647058820605536,2.3184142878937397,306
Zhejiang Sci-Tech University,0.7647058820605536,1.8753441250422487,345
Zhangzhou Normal University,0.7647058820605536,0.986702127631758,53
SRM University,0.7646557718455369,1.6437070716937618,208
Qassim University,0.7641726618341379,1.83266889324797,170
Wuhan National Laboratory for Optoelectronics,0.7640449437910365,1.9030695750336393,255
University of Alberta,0.7640320732850436,2.1088483144927097,473
Shanghai Zhangjiang Laboratory,0.7629819917065775,1.4892099985918534,50
Tallinn University of Technology,0.7624916311265906,1.4177215184848582,106
Tongji University,0.7622420695794697,1.6696113073172503,1926
Cardiff University,0.761857160143,3.536523929350773,300
National Institute of Technology Patna,0.7618072443121812,1.4406779660325097,192
Beijing Institute of Technology,0.7617406289945727,1.8976545841317212,2225
University of Potsdam,0.761718749955368,1.5083691039726954,113
South China University of Technology,0.7615230460631884,1.5926038192706427,1491
Chang'an University,0.7613865255474798,1.627009646242088,495
Cairo University,0.7612743069669418,1.9606732584015854,240
Zhejiang University,0.7612499999724047,1.6992481199799248,3630
China Pharmaceutical University,0.7612456747141438,1.546446513668856,91
The University of Western Australia,0.7611058388864058,1.8272231164007267,290
Central South University,0.76073619630035,1.5744332447602054,2670
Linköping University,0.7605381269952092,2.5583380386439094,170
Hunan Institute of Technology,0.7602339180841968,1.503431570401994,55
Siksha O Anusandhan University,0.7602240896107265,1.5026988124754463,136
University of Patras,0.7600779566912892,2.537815126007768,237
Tianjin University of Technology,0.7597431580649046,1.722013341371214,248
National Chung Hsing University,0.7596460569971899,3.303121142525728,68
Guangxi University,0.7594492061011,1.9330470211973947,693
University of Bern,0.7594156986766705,1.546446513668856,256
East China Normal University,0.7592768791215236,1.8256475046398104,437
Hunan University of Science and Technology,0.7592768791215236,1.484542687731638,235
University of Catania,0.7592768791215236,1.3807558157757645,177
China Agricultural University,0.7581947743194192,1.6806722687945765,1060
Jeonbuk National University,0.7581947743194192,1.4579741378791884,134
Baidu (China),0.7580645158417014,3.158626201172938,123
Guizhou University,0.7580587945509175,2.0949699218584983,554
University of Groningen,0.7578253706467382,1.6020671843490473,413
University of Szeged,0.7575757575183655,2.0922925932265195,60
Concordia University,0.7575757575183655,1.6373535401218275,233
"University at Buffalo, State University of New York",0.7573770491530126,2.6234360499739524,138
University of Engineering and Technology Peshawar,0.7573103828917241,2.050200379561654,84
University of Lisbon,0.7572463767814142,1.4599719100334143,318
Czech Technical University in Prague,0.7570224718691778,2.195057092334453,80
Macao Polytechnic University,0.7570224718691778,1.9030695750336393,159
BRAC University,0.7570224718691778,1.8157528067794844,59
Taif University,0.7570224718691778,1.6028649312661027,243
Siddhartha Medical College,0.7570224718691778,1.5245901638594466,57
Aligarh Muslim University,0.7570224718691778,1.3429951686312165,129
Tunis El Manar University,0.7570224718691778,1.266666666131852,61
Beijing Forestry University,0.7567567565658632,1.2117608192580684,276
Northeast Forestry University,0.7567567564704164,1.6197183098008552,291
Siemens Healthcare (Germany),0.7567537145217884,1.6174863387624594,100
Universiti Putra Malaysia,0.7567537145217884,1.3614775725162593,209
Nanjing Institute of Technology,0.7566765578298216,1.5099433529769426,91
University of Isfahan,0.7564655172201853,1.3634551067648484,53
Nirma University,0.7563937671690358,2.1230852754348226,106
Indian Institute of Technology Dhanbad,0.7555555552701234,1.4381745482563506,97
Maharshi Dayanand University,0.7555243773924074,1.5516135201250518,62
University of Technology - Iraq,0.7553516819132976,1.4735838222165396,157
IBM Research - Zurich,0.7552213866577443,2.537815126007768,144
University of Oxford,0.7552213866577443,2.0728484445197406,1370
Moorfields Eye Hospital NHS Foundation Trust,0.7552213866577443,2.067475756333674,78
Institute of High Energy Physics,0.7552213866577443,1.8260807725531047,183
University of Cambridge,0.7552213866577443,1.788057500870741,1161
National Institute of Standards and Technology,0.7552213866577443,1.6680294357726568,161
Chalmers University of Technology,0.7552213866577443,1.44312771703523,205
University of Liège,0.7552213866577443,1.0970464134558209,88
Shanghai Institute of Microsystem and Information Technology,0.7551312936207388,1.302816901385514,68
Northwest University,0.7549716764884713,1.5277777773109567,217
Hospital Clínic de Barcelona,0.7549047483524198,1.4081136946905397,83
Chinese Institute for Brain Research,0.7548036757780723,1.600033579880163,74
National Institute of Technology Raipur,0.7546337157687921,1.7767272381597776,81
Swedish University of Agricultural Sciences,0.7545358923158691,1.553317535502694,100
Northeastern University,0.7543103448072654,1.5773195875735784,2023
Harbin University of Science and Technology,0.7542893794193425,1.5942985745884046,233
Southwest Petroleum University,0.7542893794193425,1.1764705878892734,213
Zhejiang Chinese Medical University,0.754285714238302,1.625162077643939,87
Washington University in St. Louis,0.7542588603719003,2.1756885089619233,335
University of Victoria,0.7539837398011697,1.6569069789309172,116
Zhejiang University of Technology,0.7539267015391026,1.8464926769646757,806
Hefei University of Technology,0.7539267015233135,1.66461159057754,957
Amity University,0.7538218755588567,1.3011126718039119,84
University of Electronic Science and Technology of China,0.7533622559406166,1.9030695750336393,2301
Yibin University,0.7531486145659385,1.6756756755820794,81
Chengdu University,0.7528427037136058,1.968243902104216,327
Bournemouth University,0.7527634487630955,13.394980184869777,61
Tokyo Institute of Technology,0.7525562371834176,1.3501846197815373,114
Taizhou University,0.7522984861583001,1.6845220952464326,122
Northumbria University,0.7522037218177566,1.6172178391999925,137
Beijing Normal University,0.7521676556598988,1.5582298135746675,608
Nanjing University of Information Science and Technology,0.7517372077928631,1.450273854087725,860
Carleton University,0.7517167555828255,1.7593913456347148,104
University of Thessaly,0.751491053646558,1.8124935890330742,107
Ritsumeikan University,0.751438299835352,1.8247126436519439,50
University of North Carolina at Charlotte,0.7514124293488142,1.6983953939764358,95
Istanbul Technical University,0.7512523349024631,1.3410870621298094,186
University of Modena and Reggio Emilia,0.7509881422628067,1.4367346937837235,100
National Central University,0.7508133811403777,1.6345347861846382,68
SINTEF,0.7507886614334245,1.7949825605084937,76
Université de Montréal,0.7503939222618461,2.855740922388938,218
Xiamen University of Technology,0.7502587991285437,2.0537033820297843,209
Xi'an Shiyou University,0.7502587991285437,1.5773917552023453,57
South China Agricultural University,0.7501376500168995,1.4228207605465115,453
Helmholtz Zentrum München,0.7499999998125,1.9030695750336393,253
First Affiliated Hospital of Wenzhou Medical University,0.74999999971875,1.7952928296969768,85
Wenzhou Medical University,0.74999999971875,1.7952928296969768,327
University of Leeds,0.74999999971875,1.6312024928859765,383
Aalborg University,0.74999999971875,1.6203205744591185,467
Indian Institute of Technology Guwahati,0.7498345466322857,1.7043317979135895,84
Mälardalen University,0.7498233094772986,1.4298613144787742,60
Huazhong University of Science and Technology,0.7497674418172227,1.593829094808995,2391
Islamia University of Bahawalpur,0.7497089638870875,1.7385393822698938,127
Thapar Institute of Engineering & Technology,0.7493509427579386,1.4887258354158992,158
Sidi Mohamed Ben Abdellah University,0.7489711933724872,1.6355769226214072,233
Jiangsu University of Science and Technology,0.7487242653284332,1.5386073155175561,373
KPR Institute of Engineering and Technology,0.7484848484417539,1.5417155161650447,55
Nagoya University,0.7482993197024388,1.2858050454422847,143
National Engineering Research Center for Information Technology in Agriculture,0.748222222182234,1.417135296015697,497
Nazarbayev University,0.7477477477234379,1.4425574425026801,99
The University of Sydney,0.747166202923673,1.548562757701556,788
Second Affiliated Hospital of Chongqing Medical University,0.7471345441427242,2.080924855346988,80
Dalian Medical University,0.7471345441427242,1.6780201693731231,146
Army Medical University,0.7471345441427242,1.291106242093056,96
University of Pennsylvania,0.7469399373618548,3.536523929350773,1078
University of Science and Technology Liaoning,0.7467911318274244,1.7767272381597776,131
Max Planck Institute for Intelligent Systems,0.7465690482636711,1.7900763358300362,146
University of Illinois Urbana-Champaign,0.7465346534461289,1.9741413757330861,737
Flatiron Institute,0.7465069860115537,1.9392751217359832,93
Fuzhou University,0.7464114832321604,1.514545454500477,877
Nanjing University of Aeronautics and Astronautics,0.7462686566941413,1.517714058742322,1140
University of Leicester,0.746268656688572,2.2656249998833395,265
Zhengzhou University,0.746223564925375,1.635702137920228,970
Beijing Union University,0.7456140350321252,1.809885931500441,76
Thi Qar University,0.7456081405189128,2.447623344819132,60
Taipei Veterans General Hospital,0.7456081405189128,2.319669770503284,58
University of Hull,0.7456081405189128,2.174936657181302,80
The Open University,0.7456081405189128,2.12205367947567,50
University of Virginia,0.7456081405189128,1.956435643513993,292
Indian Institute of Technology Delhi,0.7456081405189128,1.8793717696929249,247
University of Southern California,0.7456081405189128,1.8268178511326756,565
University of the Basque Country,0.7456081405189128,1.8048780486719016,259
University of Birmingham,0.7456081405189128,1.7341269840742264,407
Indiana University – Purdue University Indianapolis,0.7456081405189128,1.7121372115619478,198
Xi'an Jiaotong University,0.7456081405189128,1.672690762995109,2310
KU Leuven,0.7456081405189128,1.6312024928859765,635
Foshan University,0.7456081405189128,1.6135980878128273,155
National Yang Ming Chiao Tung University,0.7456081405189128,1.61223770051851,286
Lappeenranta-Lahti University of Technology,0.7456081405189128,1.5935196563098142,106
Shanxi Medical University,0.7456081405189128,1.3593354107383138,152
Chengdu University of Technology,0.7456081405189128,1.3548387096315295,304
Sharda University,0.7456081405189128,1.1895002914390878,54
Information Technologies Institute,0.7456081405189128,1.1844848254398517,75
Indian Institute of Science Bangalore,0.7456081405189128,1.1533742327962664,110
The University of Queensland,0.7452579984613603,2.153979072610192,546
East China University of Science and Technology,0.7449078564038079,1.8703302647953393,537
Leibniz University Hannover,0.744791666616238,1.6666666661111111,227
University of Guelph,0.7446395126170295,1.7673674441929783,116
Shanghai Dianji University,0.7444933920278485,1.517309027570417,55
Universitat Jaume I,0.7444705209950604,1.3589950899575016,62
Hanoi University of Science and Technology,0.7442510003847155,1.1981806311098522,116
Shenzhen Technology University,0.7441860464562466,1.8315518583783081,152
King Mongkut's Institute of Technology Ladkrabang,0.7441860463270236,1.3814966212982949,74
Henan University,0.7440944881582165,1.3903345724028413,363
National Research and Innovation Agency,0.7439724454419205,1.5877146124261072,76
Tel Aviv University,0.7439397421923659,1.811274712235106,294
Qilu University of Technology,0.7434715821561346,1.9106699750818,379
Institute of Physics,0.7434402331993047,2.2325166877591665,126
Dartmouth College,0.74295557820941,3.01707779880423,138
Yale University,0.7426710097260236,2.2644395378722537,783
Guilin University of Technology,0.7426710097260236,1.7455097967427302,196
Università Cattolica del Sacro Cuore,0.7426710097260236,1.3748683867346785,225
University of Geneva,0.7425232038297004,1.2150719728621355,214
Harvard University,0.7423312882934623,1.8260807725531047,2295
"Changchun Institute of Optics, Fine Mechanics and Physics",0.7423089645796509,1.6160220989252083,186
China West Normal University,0.742271343865819,2.083467783299071,64
University of Shanghai for Science and Technology,0.7422037421713383,1.5629897864433095,566
Yanshan University,0.7419354838419957,1.3889315910095845,669
Radboud University Nijmegen,0.7418655097308124,1.7784431137334076,505
Purple Mountain Laboratories,0.7416107382226814,1.2557090482018944,64
Zhongda Hospital Southeast University,0.7415730336828683,1.636815920015272,54
Tarbiat Modares University,0.7414501812001231,1.4724980053011854,164
Charles Sturt University,0.7413975089490202,2.3192366850013073,96
Tun Hussein Onn University of Malaysia,0.7413975089490202,2.137520302623245,57
University of Engineering and Technology Lahore,0.7413975089490202,1.515377284791307,116
The Ohio State University,0.7412398921333396,2.1492883451919713,339
Northwestern Polytechnical University,0.7412398921333396,1.6403508770706756,2487
Institut polytechnique de Grenoble,0.7410262107887173,3.3305915229200695,88
City University of Hong Kong,0.7407407407133059,1.6806722688793165,1055
Hong Kong Science and Technology Parks Corporation,0.7407407407133059,1.3975648490874584,130
Simon Fraser University,0.740740740695016,1.6636159039183354,125
Institució Catalana de Recerca i Estudis Avançats,0.7407407404663923,1.8189361347449238,75
Indian Institute of Technology Indore,0.7407407404663923,1.5019040364797187,161
Chongqing University of Posts and Telecommunications,0.7405345211189583,1.6330698114806586,669
Kunsan National University,0.7403433476029444,1.17529880471181,67
Universidad Complutense de Madrid,0.7403030158999073,4.095465393579713,151
Athinoula A. Martinos Center for Biomedical Imaging,0.7403030158999073,2.635946462653617,139
Eötvös Loránd University,0.7403030158999073,2.430130235765345,93
National Institutes of Health,0.7403030158999073,2.24154209277503,381
Education University of Hong Kong,0.7403030158999073,2.1139601138757964,104
University of Canberra,0.7403030158999073,1.9618140785614469,165
Sandia National Laboratories,0.7403030158999073,1.9573560766463782,95
Florida International University,0.7403030158999073,1.9030695750336393,158
Cornell University,0.7403030158999073,1.8788915068409735,819
AstraZeneca (United Kingdom),0.7403030158999073,1.8294849022765636,51
University of Padua,0.7403030158999073,1.7914372761209383,468
University of Perugia,0.7403030158999073,1.7695393745251933,77
Nankai University,0.7403030158999073,1.7668711652539426,725
INESC TEC,0.7403030158999073,1.7630755475548106,113
University of Bari Aldo Moro,0.7403030158999073,1.7575757574692379,199
University of Twente,0.7403030158999073,1.7479071777592872,260
Chinese Academy of Forestry,0.7403030158999073,1.7351826472062122,70
Queen's University Belfast,0.7403030158999073,1.6996534045879064,245
Johns Hopkins University,0.7403030158999073,1.6888888888138271,836
Beijing University of Chemical Technology,0.7403030158999073,1.6562808998980991,414
Purdue University West Lafayette,0.7403030158999073,1.636815920015272,603
Chongqing University of Technology,0.7403030158999073,1.6292918626154018,307
Case Western Reserve University,0.7403030158999073,1.6016767462998867,163
Tufts University,0.7403030158999073,1.5867436283052114,154
University of Kent,0.7403030158999073,1.5804502002302008,68
Southeast University,0.7403030158999073,1.5525186356033494,2103
Drexel University,0.7403030158999073,1.546446513668856,114
Indian Institute of Technology BHU,0.7403030158999073,1.5403119401109744,94
University of Jordan,0.7403030158999073,1.4630346482706855,135
University of Gothenburg,0.7403030158999073,1.4544676729522739,182
Instituto de Salud Carlos III,0.7403030158999073,1.4359860484067946,93
Hanyang University,0.7403030158999073,1.4300543524780331,429
Beijing Tsinghua Chang Gung Hospital,0.7403030158999073,1.3833196124238887,57
Guangzhou Medical University,0.7403030158999073,1.3593354107383138,177
Hubei University of Technology,0.7403030158999073,1.3593354107383138,316
Ministry of Education of the People's Republic of China,0.7403030158999073,1.3525037183520798,669
Chungnam National University,0.7403030158999073,1.3449275361684794,145
Taylor's University,0.7403030158999073,1.3361111110397035,91
Yangtze University,0.7403030158999073,1.3352049410008748,116
Medical College of Wisconsin,0.7403030158999073,1.3319796453298036,82
Chulalongkorn University,0.7403030158999073,1.204770952042158,171
Iran University of Medical Sciences,0.7403030158999073,1.1844848254398517,88
Anhui Medical University,0.7403030158999073,1.159834885251642,149
Sichuan University of Science and Engineering,0.7403030158999073,1.1255172413420518,111
Technical Institute of Physics and Chemistry,0.7403030158999073,0.9615384615065803,97
Hebei University of Technology,0.7402875713798711,1.3321298743148677,422
Sichuan University,0.7402771568837376,1.513454861069465,1916
Ministry of Natural Resources,0.7401574802758296,1.4455128204653318,331
European Molecular Biology Laboratory,0.7399463806742377,1.858240819778273,100
Tanta University,0.7398671878681261,1.6312024928859765,158
Kangwon National University,0.7398373983318791,1.297151902858392,83
Shanghai Ninth People's Hospital,0.7397260273668607,1.2979104668292185,109
Murdoch University,0.7395269276823453,1.8240839129636157,68
Gdańsk University of Technology,0.7394313598363449,4.225112796273839,78
Xi’an Jiaotong-Liverpool University,0.7394313598363449,1.9469644102226866,321
Iraqi University,0.7394313598363449,1.5374389549289056,97
North China University of Science and Technology,0.7394313598363449,1.4318840579170593,135
Sichuan Normal University,0.7394313598363449,1.0986214209721867,77
Southwestern University of Finance and Economics,0.7391590012922062,1.0698304484254189,149
Middle East University,0.7391198070866984,1.7012759133040594,112
Shandong Jianzhu University,0.7389443651665801,2.4074347616509995,172
Delft University of Technology,0.7389162559756365,1.5104427733154886,612
Utah State University,0.7387508394647834,1.497566664056872,56
Hokkaido University,0.7386861313631371,1.3568446766584297,134
Oregon Health & Science University,0.7381506048980908,1.3902439023881619,126
University of Bath,0.7378395302094953,2.196078431028066,130
University of Turin,0.7377049179965064,1.2702953505137031,341
Thammasat University,0.737383146341061,1.383604018027218,76
North South University,0.7373453318098827,1.4315068492072152,93
National Taipei University of Technology,0.7373453318098827,1.41152915654391,93
Otto-von-Guericke University Magdeburg,0.7372787517593381,1.1327800829264474,82
Commonwealth Scientific and Industrial Research Organisation,0.7371888725921881,1.6797415781179665,291
Khulna University of Engineering and Technology,0.7371445402033043,2.559267241310365,68
Halmstad University,0.7368704551432658,2.09430110423601,75
Dongguan University of Technology,0.7365864939661814,1.179568514369717,120
Zhongnan University of Economics and Law,0.7365274000766697,1.979527867123304,68
Indian Institute of Technology Madras,0.7357859531280411,1.421005251263578,111
Tianjin Chengjian University,0.7356902356667036,1.0340655841754354,61
Mashhad University of Medical Sciences,0.7356238760021949,1.920787238629241,80
Jilin Agricultural University,0.7356014632285953,1.3104524180108594,210
University of Macau,0.7352941176200259,1.3940186861076582,463
Institute for High Performance Computing and Networking,0.7352941176186032,1.2356625149150338,61
University of Nottingham,0.7352613838597724,1.8574108817488537,314
University College London,0.7349542609407362,1.9741413757330861,1851
Queen Mary University of London,0.7348367029291853,2.0386343224119967,319
Sathyabama Institute of Science and Technology,0.734632683619622,2.1222019789130675,79
University of Reggio Calabria,0.734632683619622,2.066044191291804,62
Anhui Polytechnic University,0.7345360823663182,1.7871242246907197,126
Ruhr University Bochum,0.7342657342400606,1.325484542617534,167
Shenyang Institute of Automation,0.7340720221391105,1.6312024928859765,261
Guangzhou University,0.7339078858479853,1.4409403757130905,622
Qufu Normal University,0.7336642324624968,1.377490421023466,142
Institute of Electrical Engineering,0.7335701598322791,1.7770419425146315,69
Opole University of Technology,0.7331870246012768,1.9533480992602859,72
Chongqing Jiaotong University,0.7331870246012768,1.6671653024871163,180
Yantai University,0.7331870246012768,1.4351596654432,177
Hangzhou Normal University,0.7327870596754962,1.7077175697117586,135
North China University of Technology,0.732782369117744,2.1323100024386727,103
University of Bonn,0.732782369117744,1.4817518247129664,253
"University of Nevada, Reno",0.7327517842534322,1.4806060317998146,135
South China Normal University,0.7326254826021461,2.130598881320737,359
University of Newcastle Australia,0.7324542747383701,2.0764387693993407,153
Iowa State University,0.7319946267375326,1.3593354107383138,148
State Key Laboratory of Industrial Control Technology,0.7319179087770162,1.2406645932287028,182
National University of Computer and Emerging Sciences,0.7319034852134852,1.485479513690918,120
Chinese Academy of Agricultural Sciences,0.7318087317843889,1.576923076871271,523
Ludong University,0.7317368899351602,1.6433669813702239,115
Chonnam National University,0.7317368899351602,1.3897058822814123,101
Anhui University of Traditional Chinese Medicine,0.7313544921577494,1.705882352525457,50
Universitatea Națională de Știință și Tehnologie Politehnica București,0.7312499999702929,1.622243528235062,90
Tianjin Normal University,0.7307692305022189,1.231323132281645,57
Ben-Gurion University of the Negev,0.7305194804981343,1.5463884937066938,155
Hohai University,0.7305194804981343,1.4153609827811768,777
Gyeongsang National University,0.7304109846773982,1.6367217087952985,74
University of Oklahoma,0.7303402314793273,2.4047103404511505,100
Indian Institute of Information Technology Design and Manufacturing Jabalpur,0.7300652757991737,1.8824364649504433,82
Argonne National Laboratory,0.7298335467069206,1.9315017685554812,195
Assiut University,0.7297475148356742,1.4883996345133639,68
University of Western Macedonia,0.7297389727509453,2.6234360499739524,66
Henan Agricultural University,0.7295485024364733,1.397058823139057,201
Zhejiang University-University of Edinburgh Institute,0.7294429707980954,1.3809812234758152,53
Technological University Dublin,0.7291480200516525,1.568117977443297,50
American University of Sharjah,0.7291139240284827,1.8754343069464319,103
Shanghai Jiao Tong University,0.7290986614717889,1.601880877376372,3248
Yellow River Institute of Hydraulic Research,0.7289719625902524,1.3689416418996332,112
Shanghai University,0.7289500620471825,1.6645609601127682,884
University of Southampton,0.7289365743732431,1.877302640950349,210
Eindhoven University of Technology,0.7287449392417512,1.196602253745162,388
Incheon National University,0.7287257991691296,1.0748031495618684,71
Macau University of Science and Technology,0.728602118171249,1.4819687765829759,348
University of Pittsburgh,0.7285714283944899,2.0260573261060877,413
Delhi Technological University,0.7285622866663415,1.2979104668292185,141
Birla Institute of Technology and Science - Hyderabad Campus,0.7283560256131913,1.2287411903567587,50
Beijing University of Technology,0.7282157675995015,1.5584415578343733,1041
University of Ljubljana,0.7282157675995015,1.417910447708287,120
The Affiliated Yongchuan Hospital of Chongqing Medical University,0.7280717985131775,1.333826794914365,88
University of Salford,0.727946327624263,1.1763062804592295,58
University of Lincoln,0.7276470587911075,1.1947809476638653,76
Institute of Mechanics,0.7274695525081913,1.101795704973366,58
Institute of Microelectronics,0.7273781902273742,1.5299595661931418,190
Consejo Superior de Investigaciones Científicas,0.7272344498806709,1.2846637514867774,90
Huazhong Agricultural University,0.7271070614845353,1.288686467576219,477
Universiti Brunei Darussalam,0.7270946715996098,2.517030254059685,72
State Key Laboratory of Medicinal Chemical Biology,0.7270788912099372,1.4492494991740736,52
Norwegian University of Science and Technology,0.7270097625444539,1.5496130133323949,517
Shahid Bahonar University of Kerman,0.7269185058390275,2.067277711642366,102
Obuda University,0.7267337215254784,2.058563569072816,95
University of New Brunswick,0.7267251538351012,2.793398651589207,68
Telkom University,0.7267251538351012,1.4716640336821791,55
Roma Tre University,0.7265123131886749,1.568117977443297,76
Ho Chi Minh City University of Technology,0.7261317794515609,1.2748568921292254,82
Alibaba Group (China),0.7260545905429746,1.3859184753713283,172
University of Konstanz,0.7259151123836758,1.5698817707481774,82
Near East University,0.7257932272229997,1.5652885339953433,130
Singapore Management University,0.7257525083235814,1.5600819645866852,79
Sultan Qaboos University,0.7255701463394291,1.4781508214077421,112
"Chinese University of Hong Kong, Shenzhen",0.72527472523089,1.836076914873423,363
Klinikum rechts der Isar,0.724820143864686,1.4344086020610798,157
Hong Kong Baptist University,0.7243816254154597,2.434116955934882,145
University of Edinburgh,0.7243816254154597,2.1366784093548894,463
University of Tennessee at Knoxville,0.7241379309941461,1.6433189654729712,183
Yunnan University,0.7236842104739439,1.3544088924337565,363
Guru Gobind Singh Indraprastha University,0.7235883209171499,1.3022912621010259,52
Mayo Clinic in Florida,0.7232084154951867,1.45671606383028,387
Chinese University of Hong Kong,0.7231357552412576,1.7712344280178687,981
Zhejiang Cancer Hospital,0.7229488703597241,1.4912162810378256,95
China University of Mining and Technology,0.7228656073018611,1.45833333323206,883
Technical University of Munich,0.7228606552768698,1.5686274509244695,1206
University of Lahore,0.7228606552768698,1.3453042777790425,87
Samsung (South Korea),0.7228606552768698,1.2130019120175934,97
Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application,0.7227564102326659,1.8225976768240089,78
Shandong University of Technology,0.7226890756041381,1.2780820929968522,225
University of Electro-Communications,0.7222222221820987,1.3255255831447337,55
Lanzhou University,0.7222222220483538,1.6477272726424288,427
Sun Yat-sen University,0.722151088304813,1.6172985781319842,2027
Université de Montpellier,0.722151088304813,1.6062992125124187,135
United States Department of Agriculture,0.7220902612565897,1.4734393175215275,76
Liaoning Shihua University,0.7219512194687607,1.4593277110493859,79
Oklahoma State University,0.7219343695553826,1.8834972241124661,75
Peking University,0.7213779128347504,1.6196387012219557,1967
Institute for Basic Science,0.7213779128347504,1.1166477915764825,94
The University of Texas at Austin,0.7213740457822534,1.6710359407765332,520
IMEC,0.7213114753664785,1.188163884657521,76
University of Calgary,0.7212846476803354,1.3828926772893197,340
Shandong Academy of Sciences,0.7208827135020213,1.9518945035636395,345
University of Exeter,0.7207920791893658,1.8225976768240089,321
Sungkyunkwan University,0.7207808458947625,1.4596800547488171,650
Xi'an University of Technology,0.7207488299059728,1.7074222358580122,369
State Key Laboratory of Synthetical Automation for Process Industries,0.7203389830203246,1.7247527891563008,85
Universidad de Alcalá,0.7199999999712,1.4487516425327243,112
Auburn University,0.7199999998272,1.7767272381597776,127
Kunming University of Science and Technology,0.7199999998272,1.4900012815497412,547
Shandong University,0.7199721218360791,1.6312024928859765,1494
Naval University of Engineering,0.7198892477648429,1.335950189139528,139
Universidade de Brasília,0.7198892477648429,0.9617187714432595,68
Michigan State University,0.7196854685190739,2.3935228967959445,404
University of Maribor,0.7190005289334978,1.5359613620119137,80
National University Health System,0.7189189188820014,0.8585915169829533,87
Brigham and Women's Hospital,0.7188641647160754,3.0093959731159874,567
Universitat Pompeu Fabra,0.7188641647160754,1.7028680687939293,130
Universitat Rovira i Virgili,0.7188641647160754,1.087468328590651,56
University of KwaZulu-Natal,0.7188369934860306,1.8754343069464319,111
University of Wisconsin–Madison,0.7184736362729576,1.5676747644535471,492
University of Naples Federico II,0.7183908045770578,1.579313100586469,461
Shandong University of Finance and Economics,0.7183169358255106,1.55442380266682,142
"University of California, Irvine",0.7179930242033975,2.74999999965625,372
Center for Life Sciences,0.7179930242033975,2.3361829839043167,78
Al Ain University,0.7179930242033975,2.242288943891433,87
IMT Atlantique,0.7179930242033975,2.1485281483921956,50
Université de Bretagne Occidentale,0.7179930242033975,2.1455938696378505,69
Inner Mongolia University of Technology,0.7179930242033975,1.9617171230739503,102
Harvard University Press,0.7179930242033975,1.924787841339759,141
Inserm,0.7179930242033975,1.9054430257705548,601
Northwestern University,0.7179930242033975,1.9052414016642518,670
Lublin University of Technology,0.7179930242033975,1.8119658114186086,59
Daegu Gyeongbuk Institute of Science and Technology,0.7179930242033975,1.7826086955845633,69
Bucharest University of Economic Studies,0.7179930242033975,1.7721518981060727,84
"University of California, Davis",0.7179930242033975,1.759373212241171,305
University of Eastern Finland,0.7179930242033975,1.7587510100472106,94
Utrecht University,0.7179930242033975,1.7108397948038494,406
Great Ormond Street Hospital,0.7179930242033975,1.6312024928859765,57
"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",0.7179930242033975,1.6312024928859765,241
Wageningen University & Research,0.7179930242033975,1.6182458160891964,313
Shenzhen Institutes of Advanced Technology,0.7179930242033975,1.6013456685536793,645
Jiaxing University,0.7179930242033975,1.5270326154784155,102
Universitat Politècnica de València,0.7179930242033975,1.496444444364468,219
Bielefeld University,0.7179930242033975,1.435986048406795,83
Institute of Geographic Sciences and Natural Resources Research,0.7179930242033975,1.4138957815836874,152
Universitas Syiah Kuala,0.7179930242033975,1.4083709320912796,59
University of Anbar,0.7179930242033975,1.3514640860526799,52
Mohammed V University,0.7179930242033975,1.2437977098767843,156
University of South China,0.7179930242033975,1.2433682146472158,138
Agricultural Research Service,0.7179930242033975,1.2241639305727776,119
Technische Universität Braunschweig,0.7179930242033975,1.1874500015671574,90
National Institute of Technology Rourkela,0.7179930242033975,1.1754552626027728,129
Asan Medical Center,0.7179930242033975,1.156171284595445,126
Huaiyin Institute of Technology,0.71770573252977,1.3696135521057093,132
K.N.Toosi University of Technology,0.7176470588020704,1.6533245120183133,111
Durham University,0.7175701328465789,1.9277726000954873,130
Kyungpook National University,0.7175701328465789,1.2013014098246044,223
Universidad Autónoma de Madrid,0.7173219978555441,1.1715554300680424,134
Universidade Federal de Minas Gerais,0.7168458780848139,1.760105918719052,79
State Grid Corporation of China (China),0.7168458780848139,1.0632911388636435,112
Ghent University,0.7166556071451564,1.6216968010329627,397
Wuhan Ship Development & Design Institute,0.7166556071451564,1.3235272938832552,62
Bharati Vidyapeeth Deemed University,0.7165354330313721,1.546446513668856,61
University of Calabria,0.716262975756241,1.6334012027492848,172
Beijing University of Posts and Telecommunications,0.71617103640111,1.5384615378698223,708
Missouri University of Science and Technology,0.7157511581489999,1.388210568853763,57
Marche Polytechnic University,0.7152369760832884,1.2703517587603492,205
University Medical Center Utrecht,0.7150684761063437,1.6312024928859765,264
Fujian Agriculture and Forestry University,0.7150259067073478,1.8159620990649321,189
Houston Methodist,0.7148936169482663,0.8363478387327645,85
University Hospital Cologne,0.7148678805267531,1.6171570030289852,92
Columbia University,0.7146892655256193,1.6244376389093895,639
China Electric Power Research Institute,0.714355142420172,1.3446410412173748,54
Ministry of Industry and Information Technology,0.7142857142517007,1.469265367272286,475
